序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3495,600503,华丽家族,2.52,0.0,0.0,364341.0,92724061.0,3.17,2.59,2.51,2.53,2.52,0.58,2.27,748.4,1.13,4037770800.0,4037770800.0,0.0,0.0,4.56,-3.08
3496,600802,福建水泥,4.24,0.0,0.0,65963.0,28044299.0,2.83,4.31,4.19,4.25,4.24,0.9,1.44,-24.39,1.72,1942973216.0,1942973216.0,0.0,0.24,5.74,11.87
3497,000548,湖南投资,4.96,0.0,0.0,56928.0,28311316.5,1.21,5.01,4.95,4.98,4.96,0.84,1.14,31.27,1.2,2476110423.0,2475954183.0,0.2,0.0,-5.52,-3.69
3498,002446,盛路通信,6.4,0.0,0.0,341006.0,217631693.16,1.88,6.44,6.32,6.4,6.4,0.51,4.02,58.4,2.35,5858059034.0,5425173094.0,-0.16,-0.16,11.3,-2.29
3499,002494,华斯股份,4.47,0.0,0.0,139758.0,62660252.6,2.91,4.56,4.43,4.47,4.47,1.29,4.87,335.12,1.37,1686578909.0,1281863858.0,0.0,0.0,10.92,12.03
3500,601880,辽港股份,1.46,0.0,0.0,444599.0,64861868.0,1.37,1.47,1.45,1.46,1.46,0.94,0.24,42.72,0.87,34901993017.0,27370267658.0,0.69,0.69,-7.59,-15.61
3501,300919,中伟股份,31.56,0.0,0.0,34002.0,107711208.62,1.05,31.83,31.5,31.57,31.56,0.78,0.37,24.04,1.46,29574554530.0,28713849800.0,0.0,-0.06,-6.49,-12.62
3502,002036,联创电子,10.62,0.0,0.0,466467.0,497513815.23,1.88,10.79,10.59,10.7,10.62,0.83,4.43,862.09,5.27,11250669698.0,11181900610.0,-0.09,0.0,20.14,12.98
3503,002510,天汽模,5.59,0.0,0.0,322875.0,181262125.24,1.79,5.67,5.57,5.57,5.59,0.47,3.21,68.5,2.27,5674625378.0,5617094428.0,0.0,0.0,3.71,-4.28
3504,000788,北大医药,5.6,0.0,0.0,69739.0,39273870.36,1.61,5.69,5.6,5.64,5.6,0.63,1.17,18.28,2.14,3337529580.0,3337529580.0,-0.18,0.0,-4.6,-6.67
3505,000790,华神科技,3.49,0.0,0.0,79321.0,27841733.0,1.72,3.55,3.49,3.5,3.49,0.76,1.27,-37.29,2.15,2176780580.0,2173249573.0,-0.29,-0.29,-4.64,-10.51
3506,601156,东航物流,12.15,0.0,0.0,140217.0,170807496.0,1.23,12.27,12.12,12.13,12.15,0.69,1.48,8.84,1.07,19288800005.0,11476836005.0,0.0,0.16,-25.87,-27.98
3507,300715,凯伦股份,10.69,0.0,0.0,26207.0,28004016.74,2.25,10.83,10.59,10.69,10.69,0.53,0.78,152.63,2.26,4041412547.0,3572158384.0,0.0,0.09,22.59,44.07
3508,001318,阳光乳业,12.9,0.0,0.0,83084.0,107943431.0,2.56,13.2,12.87,12.9,12.9,0.6,10.78,41.32,2.55,3646314000.0,994074000.0,0.0,0.08,18.13,13.46
3509,300049,福瑞股份,30.0,0.0,0.0,20839.0,62930152.0,2.37,30.55,29.84,29.84,30.0,0.75,0.89,69.76,4.48,7990683000.0,7005456510.0,-0.07,-0.03,-7.38,-4.88
3510,000922,佳电股份,10.19,0.0,0.0,84316.0,85967631.72,1.08,10.27,10.16,10.25,10.19,0.41,1.44,32.15,1.57,7084257704.0,5984778093.0,-0.2,0.1,-6.77,-9.74
3511,000683,远兴能源,5.13,0.0,0.0,232265.0,119014905.3,0.78,5.15,5.11,5.12,5.13,0.58,0.7,14.14,1.29,19181975753.0,17023697353.0,0.0,0.0,-10.78,-8.23
3512,601588,北辰实业,1.66,0.0,0.0,206187.0,34530443.0,2.41,1.69,1.65,1.65,1.66,0.96,0.78,-4.74,0.59,5589253200.0,4415600000.0,-0.6,0.0,-2.35,-10.75
3513,688511,天微电子,11.47,0.0,0.0,,,0.0,,,,11.47,,0.0,17.01,1.43,1179450259.0,1179450259.0,0.0,0.0,-6.82,-26.33
3514,603209,兴通股份,14.16,0.0,0.0,24180.0,34366916.0,2.26,14.38,14.06,14.16,14.16,0.75,0.86,13.44,1.54,3964800000.0,3964800000.0,0.14,0.07,-5.66,-11.39
3515,002438,江苏神通,10.85,0.0,0.0,76874.0,83616818.0,1.01,10.94,10.83,10.89,10.85,0.55,1.64,15.38,1.52,5506781452.0,5087355237.0,-0.09,0.0,-11.36,-11.07
3516,301320,豪江智能,16.46,0.0,0.0,38156.0,63434106.0,2.43,16.78,16.38,16.54,16.46,1.05,5.64,45.89,2.82,2982552000.0,1114101273.0,-0.06,-0.12,9.15,10.4
3517,603717,天域生物,6.98,0.0,0.0,127520.0,90252431.0,3.01,7.18,6.97,6.98,6.98,1.41,4.4,36.77,3.8,2025220755.0,2025220755.0,-0.29,0.0,-10.4,-13.29
3518,688621,阳光诺和,45.97,0.0,0.0,,,0.0,,,,45.97,,0.0,43.52,5.0,5148640000.0,5148640000.0,0.0,0.0,31.83,21.94
3519,301296,新巨丰,8.59,0.0,0.0,34088.0,29312142.39,1.75,8.7,8.55,8.59,8.59,1.06,1.25,68.72,1.37,3607800000.0,2333726501.0,0.0,0.12,-12.88,-15.37
3520,000911,广农糖业,7.22,0.0,0.0,71199.0,51696828.0,1.94,7.35,7.21,7.23,7.22,0.82,1.78,107.97,22.06,2890309086.0,2890309086.0,0.0,-0.14,2.7,0.28
3521,601096,宏盛华源,4.08,0.0,0.0,105233.0,43009058.0,0.74,4.1,4.07,4.08,4.08,1.01,0.64,30.75,2.43,10914632759.0,6703344287.0,0.0,-0.24,-1.92,-6.21
3522,000897,津滨发展,2.22,0.0,0.0,297558.0,66798456.58,2.7,2.28,2.22,2.25,2.22,0.6,1.84,66.33,1.11,3590344359.0,3590276427.0,-0.45,0.0,-1.33,-6.33
3523,300685,艾德生物,20.82,0.0,0.0,76045.0,158661592.41,2.88,21.16,20.56,20.84,20.82,1.13,1.95,22.61,4.26,8183550195.0,8111417098.0,0.05,0.05,0.0,-8.68
3524,601668,中国建筑,5.51,0.0,0.0,1407357.0,774914150.0,1.27,5.54,5.47,5.5,5.51,1.08,0.34,3.79,0.49,227675351346.0,227675351346.0,0.0,0.0,-2.3,-8.17
3525,000901,航天科技,10.24,0.0,0.0,118288.0,120927383.16,2.05,10.32,10.11,10.2,10.24,0.92,1.48,-560.34,1.94,8173582397.0,8173500221.0,-0.1,-0.1,0.1,-6.65
3526,300597,吉大通信,8.47,0.0,0.0,35879.0,30645612.0,1.53,8.6,8.47,8.47,8.47,0.76,1.32,-174.79,2.26,2308668154.0,2298522856.0,-0.24,-0.35,-2.19,-3.2
3527,000750,国海证券,3.81,0.0,0.0,551349.0,211128431.55,1.31,3.85,3.8,3.81,3.81,1.14,0.95,30.38,1.09,24331324757.0,22083537152.0,-0.26,0.0,-4.75,-10.98
3528,002004,华邦健康,4.06,0.0,0.0,152104.0,61865633.86,1.48,4.1,4.04,4.06,4.06,0.79,0.81,10.9,0.84,8038471915.0,7641849756.0,0.25,0.0,5.45,-10.18
3529,301565,中仑新材,19.77,0.0,0.0,22926.0,45554627.0,2.33,20.16,19.7,20.0,19.77,0.63,3.82,65.36,3.33,7908197700.0,1186397700.0,-0.05,0.2,-0.8,-7.62
3530,300651,金陵体育,13.3,0.0,0.0,27259.0,36571115.0,2.33,13.57,13.26,13.31,13.3,0.73,3.64,-252.73,2.18,1712399445.0,997169841.0,-0.08,0.23,3.5,5.06
3531,001896,豫能控股,4.21,0.0,0.0,696762.0,303484471.04,8.79,4.56,4.19,4.36,4.21,1.31,4.57,36.26,2.03,6423539399.0,6423539399.0,-0.24,-0.24,9.64,1.45
3532,002641,公元股份,3.98,0.0,0.0,144456.0,57880590.22,3.52,4.06,3.92,3.99,3.98,1.08,1.27,-31.9,0.9,4891793607.0,4513298719.0,-0.25,-0.25,-5.69,-9.55
3533,603216,梦天家居,12.18,0.0,0.0,16481.0,20177922.0,2.3,12.4,12.12,12.24,12.18,0.77,2.91,72.65,1.52,2712364200.0,690484200.0,0.0,-0.08,10.43,12.15
3534,002020,京新药业,13.65,0.0,0.0,95906.0,130464133.96,1.98,13.71,13.44,13.62,13.65,0.73,1.32,17.99,2.07,11753047761.0,9882167773.0,-0.22,-0.07,11.52,6.64
3535,000736,*ST中地,3.91,0.0,0.0,279587.0,108254109.17,3.58,3.93,3.79,3.84,3.91,0.73,3.88,-1.48,-0.72,2921154748.0,2820150236.0,0.26,0.26,-37.94,-54.53
3536,300653,正海生物,19.38,0.0,0.0,12069.0,23559806.75,1.24,19.62,19.38,19.42,19.38,0.85,0.67,32.75,3.81,3488400000.0,3488389826.0,-0.05,-0.05,-3.58,-9.01
3537,301089,拓新药业,25.01,0.0,0.0,24340.0,61623426.94,2.36,25.6,25.01,25.19,25.01,0.86,2.68,-221.96,2.04,3164877945.0,2275317588.0,-0.16,-0.32,-6.47,-11.28
3538,300997,欢乐家,13.7,0.0,0.0,39021.0,53850654.72,2.7,13.97,13.6,13.68,13.7,0.52,1.01,43.74,5.76,5993386608.0,5288299407.0,-0.15,-0.07,0.88,-9.63
3539,301028,东亚机械,11.33,0.0,0.0,46639.0,53038471.0,1.85,11.49,11.28,11.3,11.33,0.71,1.89,19.26,2.81,4325500734.0,2789263202.0,-0.09,0.09,1.8,5.0
3540,300072,海新能科,2.91,0.0,0.0,160981.0,47041218.65,2.06,2.95,2.89,2.91,2.91,0.86,0.69,-34.25,1.15,6837686079.0,6784257748.0,0.0,0.34,-5.21,-18.03
3541,001389,广合科技,47.98,0.0,0.0,29665.0,142902324.0,2.98,48.68,47.25,48.45,47.98,1.26,1.97,21.22,6.13,20404214700.0,7208638988.0,0.02,0.04,-17.45,-4.61
3542,002498,汉缆股份,3.19,0.0,0.0,177078.0,56591946.0,1.25,3.21,3.17,3.19,3.19,0.71,0.53,18.56,1.27,10612479240.0,10612479240.0,-0.31,-0.31,-2.74,-5.9
3543,601618,中国中冶,2.89,0.0,0.0,679695.0,196162451.0,1.73,2.91,2.86,2.87,2.89,1.32,0.38,9.32,0.58,59891259401.0,51594069401.0,0.0,0.0,-6.77,-12.42
3544,000726,鲁  泰Ａ,6.17,0.0,0.0,100521.0,62348943.28,2.11,6.28,6.15,6.21,6.17,1.53,1.71,8.5,0.53,5042778082.0,3631880437.0,0.33,0.0,-3.14,-5.37
3545,301616,浙江华业,42.31,0.0,0.0,19915.0,84646214.59,1.37,42.74,42.16,42.42,42.31,0.43,9.96,50.09,2.61,3384800000.0,846200000.0,-0.05,-0.02,102.73,102.73
3546,000723,美锦能源,4.2,0.0,0.0,372240.0,156965252.16,2.38,4.27,4.17,4.18,4.2,0.78,0.85,-12.89,1.36,18494560484.0,18464188730.0,0.0,0.0,1.94,-6.87
3547,300675,建科院,13.71,0.0,0.0,18700.0,25802909.0,1.75,13.92,13.68,13.92,13.71,0.49,1.28,-14.15,3.53,2010800457.0,2010800457.0,-0.07,0.0,-3.92,-14.95
3548,002585,双星新材,4.95,0.0,0.0,151834.0,75914364.9,2.42,5.06,4.94,4.94,4.95,1.47,1.7,-33.2,0.64,5679772124.0,4419671028.0,0.0,0.2,0.61,-7.3
3549,301285,鸿日达,28.91,0.0,0.0,19262.0,55880701.0,2.11,29.39,28.78,28.84,28.91,0.59,2.45,-122.73,5.87,5974829700.0,2275500549.0,0.21,0.31,-2.1,0.8
3550,002614,奥佳华,6.27,0.0,0.0,77071.0,48645084.0,2.39,6.41,6.26,6.34,6.27,0.81,1.75,489.38,0.89,3909199235.0,2765157209.0,0.0,-0.16,-2.49,-5.29
3551,002393,力生制药,16.18,0.0,0.0,14986.0,24311605.82,1.67,16.38,16.11,16.28,16.18,1.21,0.6,18.86,0.89,4169666884.0,4050252141.0,0.0,0.0,-3.4,-6.42
3552,002567,唐人神,4.84,0.0,0.0,350778.0,170073618.19,1.24,4.89,4.83,4.85,4.84,0.79,2.45,-22.5,1.2,6935968742.0,6928529565.0,0.0,-0.21,-0.82,-5.1
3553,603601,再升科技,3.49,0.0,0.0,133225.0,46665912.0,1.72,3.53,3.47,3.5,3.49,0.99,1.3,26.56,1.68,3565564035.0,3565564035.0,0.29,0.29,4.18,3.87
3554,603197,保隆科技,37.41,0.0,0.0,106119.0,392364244.0,4.04,37.62,36.11,37.38,37.41,1.95,4.97,21.07,2.32,8023688645.0,7991525397.0,0.0,0.11,5.71,-0.9
3555,833171,国航远洋,6.41,0.0,0.0,178692.0,115145395.91,3.9,6.6,6.35,6.41,6.41,0.77,6.23,-57.69,2.65,3560161774.0,1839275458.0,-0.16,0.0,5.6,5.95
3556,300022,吉峰科技,7.38,0.0,0.0,164587.0,121429082.98,2.98,7.52,7.3,7.52,7.38,0.55,3.33,209.18,6.73,3647494004.0,3647413193.0,0.0,0.27,49.39,37.43
3557,600984,建设机械,3.31,0.0,0.0,55522.0,18481318.0,1.81,3.36,3.3,3.32,3.31,0.58,0.44,-4.3,1.03,4160815392.0,4160815392.0,-0.3,0.3,4.42,3.76
3558,688646,逸飞激光,31.69,0.0,0.0,,,0.0,,,,31.69,,0.0,83.06,1.95,3015703048.0,1839077242.0,0.0,0.0,-21.36,-5.99
3559,600982,宁波能源,4.67,0.0,0.0,368574.0,172379481.0,2.14,4.74,4.64,4.71,4.67,0.45,3.3,30.88,1.19,5219320355.0,5219320355.0,0.21,0.43,17.63,13.35
3560,002385,大北农,4.08,0.0,0.0,757416.0,309434155.5,1.23,4.11,4.06,4.1,4.08,0.86,2.15,32.65,2.02,17544320545.0,14378237779.0,0.25,0.0,-0.73,-5.77
3561,600212,绿能慧充,7.3,0.0,0.0,113908.0,83640852.0,1.92,7.42,7.28,7.33,7.3,0.77,2.21,-184.02,10.31,5141150655.0,3758165655.0,-0.14,-0.14,6.41,-3.44
3562,600981,汇鸿集团,2.48,0.0,0.0,247370.0,62046425.0,3.23,2.55,2.47,2.48,2.48,0.63,1.1,-101.68,1.11,5561234316.0,5561234316.0,0.0,-0.4,-3.13,-3.88
3563,603538,美诺华,13.68,0.0,0.0,36062.0,49326218.0,1.83,13.82,13.57,13.69,13.68,0.76,1.69,35.23,1.39,2990572146.0,2918146122.0,0.0,0.07,9.18,7.63
3564,600219,南山铝业,3.65,0.0,0.0,886905.0,324171733.0,1.1,3.67,3.63,3.64,3.65,0.63,0.76,6.22,0.83,42389898595.0,42389898595.0,-0.27,0.0,-10.1,-6.65
3565,000927,中国铁物,2.5,0.0,0.0,392011.0,98093342.0,1.2,2.52,2.49,2.5,2.5,0.99,0.65,21.4,1.59,15125884103.0,15125876453.0,0.0,0.4,-1.19,-4.94
3566,603162,海通发展,7.82,0.0,0.0,37807.0,29597473.0,0.77,7.86,7.8,7.83,7.82,0.58,1.38,26.49,1.73,7165841266.0,2135450379.0,0.0,0.0,-12.04,-14.07
3567,600223,福瑞达,7.41,0.0,0.0,143737.0,106641305.0,3.24,7.55,7.31,7.47,7.41,0.74,1.41,37.14,1.81,7532774623.0,7532774623.0,0.68,1.23,6.62,-1.98
3568,600975,新五丰,6.05,0.0,0.0,162969.0,98842684.0,0.83,6.09,6.04,6.04,6.05,0.66,1.6,97.23,2.5,7630816800.0,6152584490.0,-0.17,0.0,2.89,-2.42
3569,603519,立霸股份,12.29,0.0,0.0,17141.0,21083416.0,0.81,12.36,12.26,12.29,12.29,0.59,0.64,23.57,2.39,3273169141.0,3273169141.0,0.0,0.08,4.68,3.98
3570,002550,千红制药,6.08,0.0,0.0,156074.0,94679539.0,1.64,6.13,6.03,6.07,6.08,0.55,1.63,12.08,2.91,7781184000.0,5823056646.0,-0.16,0.0,4.83,-1.94
3571,833575,康乐卫士,15.69,0.0,0.0,21203.0,33277505.61,3.38,15.98,15.45,15.45,15.69,0.64,1.13,-15.67,9.14,4407948600.0,2948149776.0,0.0,0.58,-17.64,-5.08
3572,301088,戎美股份,12.83,0.0,0.0,13102.0,16978756.18,2.18,13.06,12.78,12.78,12.83,1.1,0.7,36.19,1.13,2923957000.0,2410115500.0,-0.16,0.0,0.55,-4.89
3573,605296,神农集团,29.21,0.0,0.0,29128.0,85336124.0,1.57,29.55,29.09,29.32,29.21,0.86,0.56,16.77,3.09,15330547541.0,15284166734.0,0.03,0.1,14.95,5.45
3574,301165,锐捷网络,73.81,0.0,0.0,68743.0,508069198.77,2.53,74.87,73.0,74.0,73.81,0.92,10.08,97.73,8.93,41937499987.0,5032499987.0,-0.03,0.22,12.69,2.23
3575,300827,上能电气,27.91,0.0,0.0,89774.0,251052120.66,1.36,28.18,27.8,28.01,27.91,0.71,3.37,28.62,4.46,10035186581.0,7433766763.0,-0.11,-0.04,-27.43,-36.42
3576,000650,仁和药业,5.38,0.0,0.0,107463.0,57870239.5,0.56,5.4,5.37,5.38,5.38,1.0,0.81,11.46,1.19,7531667699.0,7162855787.0,-0.19,0.0,-4.1,-6.6
3577,605299,舒华体育,8.2,0.0,0.0,21867.0,18062536.0,2.07,8.35,8.18,8.18,8.2,0.56,0.53,108.5,2.8,3375361482.0,3369621482.0,0.0,0.0,0.61,3.93
3578,002522,浙江众成,4.43,0.0,0.0,181247.0,80582730.0,1.58,4.48,4.41,4.43,4.43,0.69,2.0,68.77,1.75,4012602684.0,4009238064.0,0.23,0.23,16.27,13.3
3579,002613,北玻股份,3.73,0.0,0.0,90232.0,33805753.8,1.61,3.78,3.72,3.75,3.73,0.78,1.48,45.58,1.84,4105121221.0,2271278702.0,0.0,-0.27,-4.11,-7.67
3580,301048,金鹰重工,9.13,0.0,0.0,54856.0,50383288.0,1.42,9.25,9.12,9.15,9.13,0.66,1.03,34.81,1.81,4869333942.0,4869333942.0,0.0,-0.11,4.94,-2.56
3581,300778,新城市,10.95,0.0,0.0,100417.0,110868643.19,2.37,11.21,10.95,11.18,10.95,0.42,4.93,95.01,1.74,2234457723.0,2229633372.0,-0.09,-0.09,9.61,-1.88
3582,000657,中钨高新,9.55,0.0,0.0,141318.0,134871697.46,1.68,9.63,9.47,9.58,9.55,0.76,1.13,24.62,2.27,21764014329.0,11911802258.0,0.0,-0.1,0.95,3.69
3583,300506,*ST名家,3.19,0.0,0.0,39227.0,12582452.0,1.88,3.24,3.18,3.2,3.19,0.81,0.68,-33.34,27.81,2218953055.0,1836564186.0,0.0,-0.31,3.57,-0.93
3584,000652,泰达股份,3.69,0.0,0.0,86258.0,32009968.91,1.36,3.74,3.69,3.69,3.69,0.82,0.59,178.7,0.95,5444867514.0,5440766105.0,-0.27,-0.27,-3.4,-10.87
3585,603323,苏农银行,5.24,0.0,0.0,567988.0,300332943.0,2.29,5.34,5.22,5.28,5.24,1.94,3.1,5.47,0.52,9615597391.0,9615597391.0,-0.19,0.0,-2.06,-0.95
3586,603685,晨丰科技,12.15,0.0,0.0,15676.0,19048194.0,1.98,12.3,12.06,12.16,12.15,0.91,1.16,-143.92,1.84,2053446605.0,1642771976.0,0.58,0.0,-0.82,3.32
3587,003035,南网能源,4.3,0.0,0.0,108491.0,46819214.0,1.63,4.35,4.28,4.32,4.3,0.84,0.29,44.58,2.43,16287878784.0,16287878784.0,0.0,0.0,3.86,3.12
3588,300801,泰和科技,15.5,0.0,0.0,15876.0,24676264.0,1.48,15.65,15.42,15.55,15.5,0.79,1.16,29.75,1.39,3385665000.0,2121631088.0,0.0,0.26,1.84,-1.71
3589,301211,亨迪药业,15.91,0.0,0.0,18177.0,29117660.0,2.07,16.23,15.9,15.92,15.91,0.64,2.52,110.93,1.97,4582080000.0,1145520000.0,0.06,-0.25,-7.07,-25.16
3590,300821,东岳硅材,7.3,0.0,0.0,42986.0,31590091.0,1.64,7.4,7.28,7.3,7.3,0.85,0.36,59.48,1.77,8760000000.0,8758408600.0,-0.14,0.0,-3.95,-5.93
3591,603077,和邦生物,1.69,0.0,0.0,342094.0,58073918.0,1.18,1.71,1.69,1.69,1.69,0.78,0.39,298.08,0.82,14924812885.0,14924812885.0,0.0,-0.59,-11.05,-17.16
3592,601005,重庆钢铁,1.28,0.0,0.0,300206.0,38302547.0,0.78,1.28,1.27,1.27,1.28,0.56,0.36,-24.12,0.69,11330257622.0,10641454806.0,0.0,0.0,-5.19,-11.11
3593,002399,海普瑞,10.88,0.0,0.0,26698.0,29212077.48,1.19,11.0,10.87,10.89,10.88,0.65,0.21,25.49,1.3,15964182700.0,13569554540.0,-0.18,0.0,7.62,1.78
3594,301175,中科环保,5.13,0.0,0.0,133936.0,69092237.16,1.17,5.19,5.13,5.14,5.13,0.69,2.15,24.3,2.06,7550744400.0,3190244400.0,-0.19,-0.39,-0.77,-5.0
3595,002001,新 和 成,22.11,0.0,0.0,151169.0,333050361.15,1.22,22.18,21.91,22.09,22.11,0.91,0.5,9.04,2.22,67953353345.0,67148333728.0,0.05,0.05,-1.78,1.56
3596,600760,中航沈飞,42.66,-0.02,-0.01,112384.0,478780635.0,0.89,42.78,42.4,42.43,42.67,0.87,0.41,68.26,6.71,117558141225.0,117237614376.0,0.0,0.0,-8.38,-15.66
3597,600660,福耀玻璃,58.12,-0.02,-0.01,90397.0,527793446.0,1.41,58.78,57.96,58.27,58.13,1.07,0.45,18.68,4.44,151678294080.0,116413565616.0,-0.02,0.02,-2.47,-6.86
3598,000028,国药一致,24.52,-0.04,-0.01,16623.0,40795947.2,0.53,24.61,24.48,24.6,24.53,0.82,0.35,10.4,0.76,13646975688.0,11721877018.0,-0.04,-0.08,-4.67,-16.17
3599,300130,新国都,22.08,-0.05,-0.01,239247.0,532220155.32,1.99,22.5,22.06,22.29,22.09,0.43,5.51,20.01,2.87,12520831036.0,9583005561.0,0.0,-0.14,1.28,1.94
3600,603301,振德医疗,19.14,-0.05,-0.01,34457.0,66057939.0,1.2,19.33,19.1,19.19,19.15,1.06,1.29,24.88,0.89,5099876006.0,5099876006.0,-0.05,-0.16,-12.6,-12.96
3601,600161,天坛生物,19.09,-0.05,-0.01,140129.0,268251592.0,0.89,19.24,19.07,19.11,19.1,0.57,0.71,38.65,3.32,37748020904.0,37748020904.0,0.0,0.0,-8.49,-6.88
3602,688399,硕世生物,64.67,-0.06,-0.04,2853.0,18560550.0,1.93,65.8,64.55,64.65,64.71,0.69,0.5,71.47,1.12,3664854203.0,3664854203.0,0.02,-0.05,1.57,-1.6
3603,688319,欧林生物,15.98,-0.06,-0.01,23646.0,37898645.0,2.13,16.22,15.88,15.99,15.99,0.66,0.58,-229.25,7.05,6486818928.0,6478440614.0,0.06,0.13,39.08,50.75
3604,600980,北矿科技,15.67,-0.06,-0.01,28356.0,44525304.0,1.08,15.8,15.63,15.7,15.68,0.77,1.61,35.72,2.1,2965759452.0,2752861818.0,-0.06,0.06,-0.19,2.55
3605,688106,金宏气体,16.63,-0.06,-0.01,24331.0,40479772.0,1.32,16.75,16.53,16.53,16.64,0.75,0.5,45.54,2.72,8015284012.0,8015284012.0,0.0,0.06,-1.48,-2.23
3606,300402,宝色股份,16.54,-0.06,-0.01,92497.0,153226948.74,2.11,16.77,16.42,16.69,16.55,0.62,3.8,54.1,2.75,4081914820.0,4029449940.0,-0.12,-0.18,18.23,12.14
3607,688211,中科微至,27.41,-0.07,-0.02,6084.0,16789125.0,1.57,27.81,27.38,27.51,27.43,1.69,0.46,-34.24,1.02,3607394412.0,3607394412.0,0.0,-0.11,-2.73,-6.29
3608,002715,登云股份,15.1,-0.07,-0.01,18295.0,27894778.0,2.38,15.44,15.08,15.2,15.11,0.44,1.33,1692.31,4.35,2083800000.0,2083800000.0,0.0,-0.07,8.4,1.68
3609,001331,胜通能源,14.24,-0.07,-0.01,76561.0,108487780.16,2.6,14.35,13.98,14.2,14.25,0.68,15.19,24.27,1.91,2870784000.0,717696000.0,0.35,0.49,33.08,29.34
3610,002773,康弘药业,27.91,-0.07,-0.02,98749.0,276489127.52,3.4,28.5,27.55,27.78,27.93,0.86,1.44,16.05,2.83,25673543902.0,19130227910.0,-0.07,-0.07,44.76,42.4
3611,600976,XD健民集,41.9,-0.07,-0.03,11613.0,48780214.0,1.12,42.3,41.83,42.16,41.93,0.49,0.76,14.58,2.67,6427401340.0,6423211340.0,-0.12,-0.07,1.21,2.75
3612,300962,中金辐照,14.27,-0.07,-0.01,13144.0,18831277.2,1.26,14.43,14.25,14.35,14.28,0.93,0.5,36.5,3.87,3767307070.0,3767307070.0,-0.07,-0.07,-4.99,-14.7
3613,300797,钢研纳克,13.91,-0.07,-0.01,118233.0,165207344.3,3.45,14.24,13.76,13.9,13.92,0.8,3.15,82.84,4.43,5328921000.0,5223364548.0,0.0,0.07,19.4,17.78
3614,603726,朗迪集团,15.02,-0.07,-0.01,16775.0,25373807.0,1.46,15.22,15.0,15.11,15.03,0.76,0.91,18.64,2.1,2788481024.0,2763698024.0,0.0,-0.07,-5.89,-5.0
3615,300579,数字认证,26.38,-0.08,-0.02,37434.0,99804679.06,2.27,26.98,26.38,26.56,26.4,0.68,1.43,-81.99,8.07,7122600000.0,6918909257.0,0.0,-0.08,-4.83,-16.04
3616,603766,隆鑫通用,12.45,-0.08,-0.01,258467.0,323413106.0,2.41,12.7,12.4,12.49,12.46,1.06,1.26,12.61,2.64,25566596033.0,25566596033.0,0.0,0.08,22.66,36.81
3617,688102,斯瑞新材,11.79,-0.08,-0.01,71899.0,85287938.0,2.12,12.0,11.75,11.81,11.8,0.57,0.99,66.31,7.67,8575313723.0,8575313723.0,-0.25,-0.34,28.57,34.28
3618,600877,电科芯片,12.0,-0.08,-0.01,55221.0,66324608.0,1.0,12.08,11.96,12.01,12.01,0.94,0.47,285.58,5.74,14208713904.0,14208713904.0,-0.08,0.08,-4.23,-9.02
3619,001376,百通能源,12.06,-0.08,-0.01,33413.0,40441037.0,0.83,12.16,12.06,12.07,12.07,0.62,1.58,27.44,5.08,5558454000.0,2548479583.0,-0.17,-0.33,-10.13,-16.94
3620,688628,优利德,34.93,-0.09,-0.03,15449.0,53634100.0,1.83,35.05,34.41,35.03,34.96,0.74,1.39,17.63,3.01,3887080155.0,3882637059.0,0.03,0.69,-3.93,-5.18
3621,002011,盾安环境,11.29,-0.09,-0.01,80784.0,91310429.16,1.24,11.39,11.25,11.31,11.3,0.67,0.88,13.83,2.1,12028774495.0,10345156045.0,-0.09,0.0,-0.09,4.44
3622,688582,芯动联科,66.84,-0.09,-0.06,50194.0,337197454.0,2.44,68.29,66.66,66.9,66.9,0.96,2.03,150.88,12.24,26776531776.0,16501325520.0,-0.06,-0.03,22.06,33.44
3623,600508,上海能源,11.08,-0.09,-0.01,25208.0,28011257.0,0.72,11.15,11.07,11.11,11.09,0.66,0.35,19.14,0.62,8007715440.0,8007715440.0,-0.18,-0.09,-11.99,-16.25
3624,600143,金发科技,10.95,-0.09,-0.01,617918.0,674976167.0,2.28,11.05,10.8,11.01,10.96,1.01,2.38,29.26,1.58,28870909032.0,28439619948.0,-0.09,0.0,17.74,26.74
3625,603967,中创物流,11.41,-0.09,-0.01,91317.0,104445798.0,1.14,11.5,11.37,11.43,11.42,0.46,2.63,14.3,1.63,3955467161.0,3955467161.0,0.09,0.18,14.21,16.31
3626,002900,哈三联,10.91,-0.09,-0.01,93228.0,102125596.0,2.11,11.09,10.86,10.93,10.92,0.55,5.39,-29.91,1.62,3451460871.0,1888303291.0,0.09,0.18,13.29,10.76
3627,001358,兴欣新材,22.58,-0.09,-0.02,13048.0,29541319.36,2.61,22.85,22.26,22.72,22.6,0.96,2.78,39.76,1.99,2781856000.0,1058933537.0,0.27,0.09,7.78,3.67
3628,688177,百奥泰,22.3,-0.09,-0.02,15869.0,35579579.0,2.24,22.74,22.24,22.24,22.32,0.54,0.38,-24.73,15.02,9233984000.0,9233984000.0,-0.09,0.0,19.7,15.07
